itemCollection_SLDF_Mechs_lvl-5,,,
mechdef_annihilator_ANH-1E,Mech,1,1
mechdef_archer_ARC-2W,Mech,1,1
mechdef_assassin_ASN-SB,Mech,1,1
mechdef_atlas_AS7-A,Mech,1,1
mechdef_atlas_AS7-D-DC,Mech,1,1
mechdef_atlas_AS7-D-K,Mech,1,1
mechdef_atlas_AS7-LL,Mech,1,1
mechdef_battlemaster_BLR-1G-DC,Mech,1,1
mechdef_griffin_GRF-2N,Mech,1,1
mechdef_blackjack_BJ-1DC,Mech,1,1
mechdef_blackjack_BJ-1X,Mech,1,1
mechdef_blackjack_BJ-3,Mech,1,1
mechdef_blackjack_BJ-3X,Mech,1,1
mechdef_blackknight_BL-7-KNT,Mech,1,1
mechdef_blackknight_BL-7-KNT-L,Mech,1,1
mechdef_cataphract_CTF-2X,Mech,1,1
mechdef_cataphract_CTF-4X,Mech,1,1
mechdef_catapult_CPLT-A1,Mech,1,1
mechdef_cicada_CDA-2B,Mech,1,1
mechdef_cyclops_CP-10-Z-DC,Mech,1,1
mechdef_enforcer_ENF-3R,Mech,1,1
mechdef_grasshopper_GHR-4R,Mech,1,1
mechdef_grasshopper_GHR-5N,Mech,1,1
mechdef_hatchetman_HCT-3G,Mech,1,1
mechdef_hatchetman_HCT-3K,Mech,1,1
mechdef_hatchetman_HCT-3NH,Mech,1,1
mechdef_highlander_HGN-733C,Mech,1,1
mechdef_hunchback_HBK-4SP,Mech,1,1
mechdef_kintaro_KTO-20,Mech,1,1
mechdef_marauder_MAD-3L,Mech,1,1
mechdef_marauder_MAD-3M-DC,Mech,1,1
mechdef_orion_ON1-V-DC,Mech,1,1
mechdef_rifleman_RFL-3M,Mech,1,1
mechdef_shadowhawk_SHD-3H,Mech,1,1
mechdef_vindicator_VND-1SIC,Mech,1,1
mechdef_vindicator_VND-1X,Mech,1,1
mechdef_warhammer_WHM-6K,Mech,1,1
mechdef_warhammer_WHM-6L-DC,Mech,1,1
mechdef_warhammer_WHM-6L,Mech,1,1
mechdef_warhammer_WHM-6R-DC,Mech,1,1
mechdef_wolverine_WVR-5M,Mech,1,1
mechdef_wolverine_WVR-6D,Mech,1,1
mechdef_zeus_ZEU-6A,Mech,1,1
mechdef_zeus_ZEU-6S-DC,Mech,1,1
mechdef_zeus_ZEU-6Y,Mech,1,1
