itemCollection_SLDF_MechPart_lvl-5,,,
mechdef_annihilator_ANH-1E,MechPart,1,1
mechdef_archer_ARC-2W,MechPart,1,1
mechdef_assassin_ASN-SB,MechPart,1,1
mechdef_atlas_AS7-A,MechPart,1,1
mechdef_atlas_AS7-D-DC,MechPart,1,1
mechdef_atlas_AS7-D-K,MechPart,1,1
mechdef_atlas_AS7-LL,MechPart,1,1
mechdef_battlemaster_BLR-1G-DC,MechPart,1,1
mechdef_griffin_GRF-2N,MechPart,1,1
mechdef_blackjack_BJ-1DC,MechPart,1,1
mechdef_blackjack_BJ-1X,MechPart,1,1
mechdef_blackjack_BJ-3,MechPart,1,1
mechdef_blackjack_BJ-3X,MechPart,1,1
mechdef_blackknight_BL-7-KNT,MechPart,1,1
mechdef_blackknight_BL-7-KNT-L,MechPart,1,1
mechdef_cataphract_CTF-2X,MechPart,1,1
mechdef_cataphract_CTF-4X,MechPart,1,1
mechdef_catapult_CPLT-A1,MechPart,1,1
mechdef_cicada_CDA-2B,MechPart,1,1
mechdef_cyclops_CP-10-Z-DC,MechPart,1,1
mechdef_enforcer_ENF-3R,MechPart,1,1
mechdef_grasshopper_GHR-4R,MechPart,1,1
mechdef_grasshopper_GHR-5N,MechPart,1,1
mechdef_hatchetman_HCT-3G,MechPart,1,1
mechdef_hatchetman_HCT-3K,MechPart,1,1
mechdef_hatchetman_HCT-3NH,MechPart,1,1
mechdef_highlander_HGN-733C,MechPart,1,1
mechdef_hunchback_HBK-4SP,MechPart,1,1
mechdef_kintaro_KTO-20,MechPart,1,1
mechdef_marauder_MAD-3L,MechPart,1,1
mechdef_marauder_MAD-3M-DC,MechPart,1,1
mechdef_orion_ON1-V-DC,MechPart,1,1
mechdef_rifleman_RFL-3M,MechPart,1,1
mechdef_shadowhawk_SHD-3H,MechPart,1,1
mechdef_vindicator_VND-1SIC,MechPart,1,1
mechdef_vindicator_VND-1X,MechPart,1,1
mechdef_warhammer_WHM-6K,MechPart,1,1
mechdef_warhammer_WHM-6L-DC,MechPart,1,1
mechdef_warhammer_WHM-6L,MechPart,1,1
mechdef_warhammer_WHM-6R-DC,MechPart,1,1
mechdef_wolverine_WVR-5M,MechPart,1,1
mechdef_wolverine_WVR-6D,MechPart,1,1
mechdef_zeus_ZEU-6A,MechPart,1,1
mechdef_zeus_ZEU-6S-DC,MechPart,1,1
mechdef_zeus_ZEU-6Y,MechPart,1,1
